ZPID,Street,Unit,City,State,Zipcode,Type,Price,HOA Fee,Zestimate,Rent Zestimate,Days On Zillow,Bedrooms,Bathrooms,Living Area,Year Built,lotSize
18446223,820 Spring Brook Dr,,San Ramon,CA,94582,SINGLE_FAMILY,1215000,11,1372409,4308,,4,3,2407,1994,4950
18461358,4580 Kingswood Dr,,Danville,CA,94506,SINGLE_FAMILY,2390000,189,2563951,5500,,6,4,5624,1989,27878
68040699,2715 Salisbury Way,,San Ramon,CA,94582,SINGLE_FAMILY,1280000,,1445187,,,4,2,2715,2005,4878
111415627,4364 Gardenia St,,San Ramon,CA,94582,SINGLE_FAMILY,1320000,103,1409135,,,5,3,2545,2014,3547
18437114,9000 Falcon St,,Danville,CA,94506,SINGLE_FAMILY,775000,270,827587,,,3,2,1599,1995,1493
18461204,155 Cottonwood Ln,,Danville,CA,94506,SINGLE_FAMILY,1740000,189,1845299,4250,,4,2,3531,1987,6440
18455610,10 Stratford Ct,,Danville,CA,94506,SINGLE_FAMILY,1375000,86,1533611,4750,,6,3,3000,1989,5000
241573851,4275 Oak Knoll Dr,,Dublin,CA,94568,SINGLE_FAMILY,1470000,232,1543780,4304,,4,6,3995,2017,4371
18461079,4404 Deer Ridge Rd,,Danville,CA,94506,SINGLE_FAMILY,2920000,189,2789820,5500,,5,4,4867,1989,20139
68038131,2227 Creekview Pl,,Danville,CA,94506,SINGLE_FAMILY,1439000,95,1632580,,,5,5,3837,2005,7387
18436792,127 Heritage Park Dr,,Danville,CA,94506,SINGLE_FAMILY,975000,310,1004889,3795,,3,2,2179,1995,2730
18438950,797 Tunbridge Rd,,Danville,CA,94526,SINGLE_FAMILY,1598000,41,1807542,,,4,3,3298,1996,13199
61236503,829 Bandol Way,,San Ramon,CA,94582,SINGLE_FAMILY,1410000,,1594559,5158,,4,3,3675,2002,7753
18438679,24 Tyson Ct,,Danville,CA,94526,SINGLE_FAMILY,1435000,32,1540862,,,5,2,2958,1980,12000
18453468,34 Dartmouth Pl,,Danville,CA,94526,SINGLE_FAMILY,1565000,,1772224,,,4,4,3203,1963,13300
18440032,17 Tea Tree Ct,,Danville,CA,94526,SINGLE_FAMILY,965000,173,1025789,3750,,3,2,1700,1989,6740
18436749,305 Sunset Dr,,Danville,CA,94506,SINGLE_FAMILY,1270000,125,1423692,4595,,4,3,2568,1995,7230
18442046,414 Santander Dr,,San Ramon,CA,94583,SINGLE_FAMILY,986000,40,1112682,3700,,3,2,1587,1980,4995
82854905,7016 Emerson Ln,,San Ramon,CA,94582,SINGLE_FAMILY,1720000,,1927185,6184,,5,4,4360,2007,9399
122010452,3016 Gritstone St,,Danville,CA,94506,SINGLE_FAMILY,2100000,125,2164378,,,5,6,5177,2015,7092
95449454,1099 Hawkshead Cir,,San Ramon,CA,94583,SINGLE_FAMILY,2600000,173,2892188,8500,,6,6,5800,2012,34547
18453080,112 Laurelwood Dr,,Danville,CA,94506,SINGLE_FAMILY,2270000,81,2559577,6500,,5,4,4787,1993,20470
18457023,47 Stoddard Ct,,Danville,CA,94526,SINGLE_FAMILY,1373000,78,1547875,4800,,4,3,2430,1966,9000
18439207,910 Ocho Rios Dr,,Danville,CA,94526,SINGLE_FAMILY,1700000,,1749510,4504,,4,2,1875,1959,16800
72552059,104 El Dorado Ave,,Danville,CA,94526,SINGLE_FAMILY,1098000,,1024974,4100,,3,2,1884,2007,2396
68036392,1912 Casablanca St,,Danville,CA,94506,SINGLE_FAMILY,1500000,100,1573636,,,4,4,3444,2004,6307
18462000,2024 Sorrelwood Ct,,San Ramon,CA,94582,SINGLE_FAMILY,1830000,40,2017979,6200,,5,5,3847,1998,11660
18458646,648 Saint George Rd,,Danville,CA,94526,SINGLE_FAMILY,1089000,219,1228584,,,3,2,1650,1977,5000
111414187,5262 Bengali St,,Danville,CA,94506,SINGLE_FAMILY,1485000,125,1665164,,,4,4,2913,2013,8100
123982932,107 Gatekeeper Rd,,San Ramon,CA,94582,SINGLE_FAMILY,1171111,160,1244469,4100,,4,3,2217,2015,4118
18439639,336 Remington Loop,,Danville,CA,94526,SINGLE_FAMILY,1581000,,1734159,,,4,2,2385,1977,12000
68042688,186 Copper Ridge Rd,,San Ramon,CA,94582,SINGLE_FAMILY,679000,468,767065,,,2,2,1314,1988,
50918404,609 Ambience Way,,Danville,CA,94506,SINGLE_FAMILY,1440000,90,1618491,4995,,4,3,3070,2001,10600
18436561,247 Stetson Dr,,Danville,CA,94506,SINGLE_FAMILY,1276000,84,1368871,,,5,3,2349,1995,4800
2077733978,160 Reflections Dr APT 11,11,San Ramon,CA,94583,CONDO,525000,375,,,,2,2,943,1988,
18448159,170 Mavis Pl,,San Ramon,CA,94583,SINGLE_FAMILY,950000,,1005478,3500,,3,2,1324,1977,7000
18436386,314 Zagora Dr,,Danville,CA,94506,SINGLE_FAMILY,1375000,100,1464056,,,4,2,2685,1992,8973
18442856,2930 Morgan Dr,,San Ramon,CA,94583,SINGLE_FAMILY,1448000,40,1636382,4595,,4,3,2437,1985,13163
18449430,3025 Ascot Dr,,San Ramon,CA,94583,SINGLE_FAMILY,1427700,,1592459,5173,,5,3,3367,1983,10400
2078345862,723 Lakemont Pl UNIT 5,5,San Ramon,CA,94582,CONDO,835000,603,865307,,,3,2,1932,1992,
18460473,3440 Quail Walk Ct,,Danville,CA,94506,SINGLE_FAMILY,2600000,189,2928857,6800,,6,6,5880,1990,35625
18435599,53 Wild Oak Pl,,Danville,CA,94506,SINGLE_FAMILY,2301000,189,2360980,5500,,4,3,3652,1984,19200
18444707,7555 Northland Ave,,San Ramon,CA,94583,SINGLE_FAMILY,1145000,,1262021,,,5,2,2247,1967,7030
18456556,146 Coralflower Ln,,San Ramon,CA,94582,SINGLE_FAMILY,785000,266,912626,,,3,2,1488,1997,2040
18439094,20 Highland Ct,,Danville,CA,94526,SINGLE_FAMILY,3000000,,3308162,8076,,5,3,4885,1974,21824
59399647,219 Lyndhurst Pl,,San Ramon,CA,94583,SINGLE_FAMILY,2400000,173,2564485,6500,,5,5,4938,2001,18785
18442600,2976 Morgan Dr,,San Ramon,CA,94583,SINGLE_FAMILY,1345000,40,1518041,4500,,4,3,2539,1983,11245
18457931,123 Zephyr Pl,,Danville,CA,94526,SINGLE_FAMILY,1525000,108,1617827,4500,,4,3,2842,1973,9900
25071583,7413 Oxford Cir,,Dublin,CA,94568,SINGLE_FAMILY,650000,408,695773,2995,,2,2,1346,1990,
18440161,1718 S Clear Creek Pl,,Danville,CA,94526,SINGLE_FAMILY,1060000,173,1187408,3950,,4,2,2080,1989,3300
53049612,3263 Cranbrook Pl,,Dublin,CA,94568,SINGLE_FAMILY,1500000,86,1522355,,,5,3,3824,2001,6754
82865012,7311 Balmoral Way,,San Ramon,CA,94582,SINGLE_FAMILY,1875000,,1991786,,,5,4,4238,2007,15325
24931225,3897 Vine St,,Pleasanton,CA,94566,SINGLE_FAMILY,655000,288,711031,2995,2,2,2,1221,1985,1306
25080531,5766 Corte Libre,,Pleasanton,CA,94566,SINGLE_FAMILY,1880000,,2044284,5265,4,5,3,3511,1983,10367
25082465,5958 Corte Arboles,,Pleasanton,CA,94566,SINGLE_FAMILY,850000,,922814,3150,9,2,2,1241,1986,3489
318984927,26 Irby Ranch Dr,,Pleasanton,CA,94566,SINGLE_FAMILY,1013000,156,,,11,4,4,2066,2018,1619
25073442,5203 Zaro Ct,,Pleasanton,CA,94588,SINGLE_FAMILY,1020000,190,1031800,3500,49,3,2.5,1365,1997,3179
25066117,3868 Mesa Verde Ct,,Pleasanton,CA,94588,SINGLE_FAMILY,1030000,,1195885,3500,4,3,3,1744,1970,6541
25078580,2115 Tanager Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,1345000,,1868170,3328,5,7,4,3456,1971,9966
24930955,318 Del Sol Ave,,Pleasanton,CA,94566,SINGLE_FAMILY,1275000,0,1279856,3650,75,3,2,1852,1965,7479
24931454,822 Saint John Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,1420000,70,1575939,3875,7,4,3,2600,1997,3920
25077096,3375 Norton Way APT 6,6,Pleasanton,CA,94566,MULTI_FAMILY,500000,546,547244,2400,3,2,2,1029,1971,
299077650,4578 Augustine St,,Pleasanton,CA,94566,MULTI_FAMILY,975000,,1970368,2650,24,7,3,2550,1954,
24949484,257 S Sea Way,,Livermore,CA,94550,SINGLE_FAMILY,1300000,,1569411,4200,4,4,3,2593,1998,13705
25081192,2660 Camino Segura,,Pleasanton,CA,94566,SINGLE_FAMILY,1390000,,1468064,4700,,4,3,2801,1985,7043
24932431,12080 Ruth Gln,,Sunol,CA,94586,SINGLE_FAMILY,1000000,45,1147737,3000,,4,2,2714,1960,13041
25077827,3194 Pawnee Way,,Pleasanton,CA,94588,SINGLE_FAMILY,651000,292,653319,2750,,3,1.5,1130,1971,901
24944876,260 Garnet Dr,,Livermore,CA,94550,SINGLE_FAMILY,982000,,1066616,3500,,6,3,2848,1967,9430
25078829,5128 Blackbird Dr,,Pleasanton,CA,94566,SINGLE_FAMILY,1351000,,1493060,4300,,4,3,2364,1975,7453
25080013,4763 Golden Rd,,Pleasanton,CA,94566,SINGLE_FAMILY,1155000,,1252342,3500,,3,2,1548,1964,6499
119588109,1201 Machado Pl,,Pleasanton,CA,94566,SINGLE_FAMILY,3790000,94,3845028,9931,,6,8,7335,2007,220849
68030084,27 Grey Eagle Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,3731500,43,3588489,7854,,6,6,7000,1997,228254
25085608,3226 Mandevilla Ct,,Pleasanton,CA,94588,SINGLE_FAMILY,298000,135,1169957,3800,,4,3,2051,1999,3049
25075881,2508 Wilde Ave,,Pleasanton,CA,94588,SINGLE_FAMILY,2255000,0,2446855,6359,,5,4,3525,1996,19723
25067989,4471 Bacon Ct,,Pleasanton,CA,94588,SINGLE_FAMILY,960000,,1042235,3500,,3,2,1583,1968,6098
25079002,4517 Sutter Gate Ave,,Pleasanton,CA,94566,SINGLE_FAMILY,1225000,0,1236489,3500,,3,3,1592,1976,9465
25081861,7880 Cypress Creek Ct,,Pleasanton,CA,94588,SINGLE_FAMILY,1482500,340,1607998,4300,,4,3,3021,1995,5645
25086739,6300 Alisal St,,Pleasanton,CA,94566,SINGLE_FAMILY,2655896,,1276351,3100,,0,,1680,1964,314067
25071255,7361 Stonedale Dr,,Pleasanton,CA,94588,SINGLE_FAMILY,841000,325,911936,3300,,3,3,1454,1988,1520
25067239,7574 Hillsdale Dr,,Pleasanton,CA,94588,SINGLE_FAMILY,254000,,1310043,3850,,3,2,2144,1969,7405
119592105,9778 Sara Ann Ct,,Dublin,CA,94568,SINGLE_FAMILY,1400000,69,1524182,4000,,5,3,3356,2016,8712
25075534,3339 Hartwell Ct,,Pleasanton,CA,94588,SINGLE_FAMILY,1090000,0,1181864,3600,,4,3,1754,1993,4748
25084922,3825 Kamp Dr,,Pleasanton,CA,94588,SINGLE_FAMILY,1050000,0,1138921,3500,,3,3,1653,1988,5405
68022952,1037 Sunset Creek Ln,,Pleasanton,CA,94566,SINGLE_FAMILY,2610000,126,2835336,7500,,6,5,4974,2005,20037
68021664,1666 Laguna Hills Ln,,Pleasanton,CA,94566,SINGLE_FAMILY,2290000,0,2484710,6900,,5,5,4791,2005,12201
25070359,3320 Prairie Dr,,Pleasanton,CA,94588,SINGLE_FAMILY,1850000,35,2007859,5164,,3,3,3030,1985,11290
25077805,4548 Shawnee Way,,Pleasanton,CA,94588,SINGLE_FAMILY,559000,292,566385,2495,,2,2,988,1971,779
25069365,8131 Moller Ranch Dr,,Pleasanton,CA,94588,SINGLE_FAMILY,1175000,73,1274066,3600,,3,2.5,1887,1997,3766
25068986,7855 Canyon Meadow Cir APT F,F,Pleasanton,CA,94588,CONDO,2490,387,542471,2150,,1,1,790,1991,1
25078460,4920 Blackbird Way,,Pleasanton,CA,94566,SINGLE_FAMILY,1300000,,1409571,3995,,3,2,1933,1968,7665
124734619,6751 Dupont Dr,,Pleasanton,CA,94566,SINGLE_FAMILY,1265000,271,1294920,4150,,4,3.5,2856,2016,2095
82837587,1520 Via Di Salerno,,Pleasanton,CA,94566,SINGLE_FAMILY,3112500,215,3377565,8687,,6,7,7053,2005,20895
24949475,284 White Fang Way,,Livermore,CA,94550,SINGLE_FAMILY,1720000,0,1865237,4844,,4,3,3777,1998,19602
25081926,6 Deer Oaks Dr,,Pleasanton,CA,94588,SINGLE_FAMILY,2100000,184,2296331,5935,,5,5,5337,1988,26501
25086183,199 Junipero St,,Pleasanton,CA,94566,SINGLE_FAMILY,870000,,943357,3100,,2,2,1193,1978,3833
25079151,4207 Dundalk Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,1330000,,1343778,3500,,4,3,1802,1975,7797
25087369,1026 Pineto Pl,,Pleasanton,CA,94566,SINGLE_FAMILY,5100000,215,5557929,14338,,6,9,9900,2006,37979
24945160,93 Cameo Dr,,Livermore,CA,94550,SINGLE_FAMILY,883000,,928486,3500,,3,2,1649,1970,7779
64962864,217 Cobblestone Cmn,,Livermore,CA,94550,SINGLE_FAMILY,800000,127,844929,3250,,3,3,1665,2003,2613
64962032,1376 W Lagoon Rd,,Pleasanton,CA,94566,SINGLE_FAMILY,1735000,,1818163,4882,,6,5,3547,2003,7609
25066319,7239 Valley Trails Dr,,Pleasanton,CA,94588,SINGLE_FAMILY,1051000,,1141033,3500,,4,2,1626,1971,6020
25081153,2648 Corte Elena,,Pleasanton,CA,94566,SINGLE_FAMILY,1133000,30,1228525,3900,,5,3,2219,1973,7413
68021656,1723 Laguna Creek Ln,,Pleasanton,CA,94566,SINGLE_FAMILY,2145000,,2611653,6949,,6,6,5096,2005,12445
25084782,6305 Corte Esperanza,,Pleasanton,CA,94566,SINGLE_FAMILY,1350000,,1465070,3995,,4,3,2485,1992,7840
25068610,4020 Page Ct,,Pleasanton,CA,94588,SINGLE_FAMILY,1095000,,1187490,3500,,3,2,1560,1970,6198
25080140,4632 Gatetree Cir,,Pleasanton,CA,94566,SINGLE_FAMILY,1400000,0,1519852,3906,,4,3,2146,1970,6825
318984224,5812 W Las Positas Blvd,,Pleasanton,CA,94588,SINGLE_FAMILY,1028000,,1027478,,,5,4,2144,2018,
25085059,3623 Cameron Ave,,Pleasanton,CA,94588,SINGLE_FAMILY,2250000,,2448520,6310,,4,3,3410,1979,40075
24945349,442 Covellite Ln,,Livermore,CA,94550,SINGLE_FAMILY,935000,,964220,3200,,3,2,1271,1972,7200
72700179,3613 Pontina Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,2300000,215,2544616,7500,,6,6,4922,2005,26000
25081382,3425 Ashton Ct,,Pleasanton,CA,94588,SINGLE_FAMILY,1935000,170,2098713,5397,,4,4,3182,1998,15167
24941470,32 Mosswood Ct,,Livermore,CA,94551,SINGLE_FAMILY,175000,,1181255,4000,,4,3,2496,1995,7466
68021452,1957 Armondo Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,3250000,240,3270804,7981,,5,5,6186,2006,26366
25087371,1009 Via Di Salerno,,Pleasanton,CA,94566,SINGLE_FAMILY,2589000,215,2809526,7311,,5,5,6479,2000,25264
68027101,1370 Briones Ct,,Pleasanton,CA,94588,SINGLE_FAMILY,2115000,123,2306157,5951,,4,5,4391,2005,10367
25087485,3440 Gravina Pl,,Pleasanton,CA,94566,SINGLE_FAMILY,1769000,215,1939006,5016,,4,3,2627,1998,8550
25076761,4057 Sherry Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,1379000,,1495768,4000,,4,3,2549,1975,9975
61174478,225 Blackstone Cmn,,Livermore,CA,94550,SINGLE_FAMILY,950000,147,1031700,3700,,4,2.5,2035,2003,3097
25081571,2255 Segundo Ct,,Pleasanton,CA,94588,CONDO,520000,340,563836,2400,,2,1,902,1972,
25087739,3839 Antonini Way,,Pleasanton,CA,94566,SINGLE_FAMILY,2740000,215,2973118,7726,,5,6,5877,2003,22577
25083416,1121 Navalle Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,3740000,140,4058788,10571,,4,3,2707,1988,7933
25087108,468 Trebbiano Pl,,Pleasanton,CA,94566,SINGLE_FAMILY,1610000,215,1746855,4492,,4,3,2680,1995,12632
25086635,615 Romeo Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,2075000,,2253334,5798,,4,4,3901,1988,44466
25086850,4176 Casterson Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,1745000,156,1920117,4974,,5,4,3300,1995,18295
25069287,8052 Horizons Ct,,Pleasanton,CA,94588,SINGLE_FAMILY,3325000,69,3640514,9414,,5,5,6500,2001,35074
25075890,3879 Picard Ave,,Pleasanton,CA,94588,SINGLE_FAMILY,2029500,,2210283,5699,,5,4,3525,1996,14941
25066187,3583 Wind Cave Ct,,Pleasanton,CA,94588,SINGLE_FAMILY,1170000,0,1184235,3500,,4,3,1744,1971,6943
2082011050,3263 Vineyard Ave SPC 119,119,Pleasanton,CA,94566,SINGLE_FAMILY,155000,,591767,2700,,2,2,1440,1972,1306
25080724,2380 Via Espada,,Pleasanton,CA,94566,SINGLE_FAMILY,1350000,29,1466251,3649,,4,2,1816,1975,7444
54789729,1629 Prima Dr,,Livermore,CA,94550,SINGLE_FAMILY,1575000,,1715297,4423,,5,5,4171,2002,11935
25068496,6311 Shorewood Ct,,Pleasanton,CA,94588,SINGLE_FAMILY,1020000,,1106093,3600,,4,2,1831,1970,7000
25067547,7727 Fairoaks Dr,,Pleasanton,CA,94588,SINGLE_FAMILY,1138000,,1235359,3500,,4,2,1560,1971,7122
25087240,1759 Spumante Pl,,Pleasanton,CA,94566,SINGLE_FAMILY,2800000,240,3039936,7939,,5,4,6403,1999,23661
25077662,560 Tawny Dr,,Pleasanton,CA,94566,SINGLE_FAMILY,1225000,,1327872,3695,,4,2,2442,1974,13716
24931038,356 Adams Way,,Pleasanton,CA,94566,SINGLE_FAMILY,1200000,,1302044,3695,,4,3,3009,1948,13125
25087376,1057 Via Di Salerno,,Pleasanton,CA,94566,SINGLE_FAMILY,2810000,240,3049580,7973,,5,4,5775,2002,22143
25086320,5474 Hopkins Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,2100000,,2128927,5335,,4,3,3100,1989,20417
58879210,1517 Whispering Oaks Way,,Pleasanton,CA,94566,SINGLE_FAMILY,1354000,110,1469095,4500,,5,4,3168,2003,4717
24930726,548 E Angela St,,Pleasanton,CA,94566,SINGLE_FAMILY,1075000,,1094364,3500,,3,2,1249,1956,7000
25082138,17 Fairway Ln,,Pleasanton,CA,94566,SINGLE_FAMILY,1460000,7,1577430,4552,,4,4,3046,1962,21586
24932439,2383 Fern Trl,,Sunol,CA,94586,SINGLE_FAMILY,960000,40,983745,2700,,3,2,2016,1928,11550
64961994,7138 W Woodbury Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,1985000,,2154958,5649,,5,4,4000,2004,12196
25086695,686 Happy Valley Rd,,Pleasanton,CA,94566,SINGLE_FAMILY,2590000,,2301015,2750,,5,3,4121,1964,87120
25081265,2524 Tapestry Way,,Pleasanton,CA,94566,SINGLE_FAMILY,1118888,145,1169277,3600,,4,2,1838,1995,4910
25087461,2341 Romano Cir,,Pleasanton,CA,94566,SINGLE_FAMILY,1875000,240,1965580,5549,,4,3,3538,2001,9484
25086730,6034 Alisal St,,Pleasanton,CA,94566,SINGLE_FAMILY,1875000,,1882835,4531,,4,3,2826,1972,46174
24931018,4355 2nd St,,Pleasanton,CA,94566,SINGLE_FAMILY,1476500,,1601103,4107,,3,3,1736,1938,5000
64966756,1872 W Lagoon Rd,,Pleasanton,CA,94566,SINGLE_FAMILY,1880000,,1945118,4950,,5,4,3722,2004,7038
25081371,3502 Milleford Ct,,Pleasanton,CA,94588,SINGLE_FAMILY,2150000,190,2251440,5748,,4,3,3853,1998,15043
25087730,1521 Via Di Salerno,,Pleasanton,CA,94566,SINGLE_FAMILY,3148000,240,3406503,8772,,5,4,5940,2002,24759
25086690,936 Happy Valley Rd,,Pleasanton,CA,94566,SINGLE_FAMILY,1358500,,1475470,2800,,3,2,2933,1997,49222
58879277,1331 Valley Ave,,Pleasanton,CA,94566,SINGLE_FAMILY,1410000,110,1472296,4350,,4,2,2780,2003,5465
82832919,783 Rolling Hills Ln,,Pleasanton,CA,94566,SINGLE_FAMILY,2379000,190,2434412,6336,,5,4,4183,2007,14376
64963145,5854 Sterling Greens Cir,,Pleasanton,CA,94566,SINGLE_FAMILY,1370000,54,1434639,4150,,3,2,2401,2004,5500
53044868,5792 Hidden Creek Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,2325000,,2606545,6171,,5,5,4434,2002,15838
25086275,5622 San Jose Dr,,Pleasanton,CA,94566,SINGLE_FAMILY,1202500,,1212106,3600,,4,2,1909,1971,7000
25083400,1114 Mataro Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,1495000,140,1621482,4216,,4,3,3016,1985,9513
2079396510,12028 Glenora Way,,Sunol,CA,94586,SINGLE_FAMILY,789999,40,,,,2,2,1008,1928,4538
72638799,1059 Sycamore Creek Way,,Pleasanton,CA,94566,SINGLE_FAMILY,2290000,126,2485221,6900,,5,6,4959,2006,17306
25086910,1372 Hearst Dr,,Pleasanton,CA,94566,SINGLE_FAMILY,2120000,145,2232801,5800,,6,3,3960,1997,27471
25087479,2245 Doccia Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,1725000,215,1872534,4899,,5,3,3252,1997,10036
25086363,1039 Nelson Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,1875000,,1979661,4548,,4,3,3050,1989,12249
25077642,590 Tannet Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,1090000,,1182484,4000,,4,2,1836,1972,10638
25087541,1976 Nicosia Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,1860000,240,2017838,5256,,4,3,3447,1998,8987
25081946,8046 Jorgensen Ln,,Pleasanton,CA,94588,SINGLE_FAMILY,2300000,,2365204,20306,,5,4,4730,1990,18300
53045095,750 Sunny Brook Way,,Pleasanton,CA,94566,SINGLE_FAMILY,2120000,85,2212510,5635,,5,4,4055,2002,12594
79536115,2550 Jolene Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,2000000,170,2167646,5627,,5,3,3650,2006,20009
25087621,1192 Paladin Way,,Pleasanton,CA,94566,SINGLE_FAMILY,3180000,240,3449733,8986,,5,5,6359,2002,22156
68020946,2415 Pomino Way,,Pleasanton,CA,94566,SINGLE_FAMILY,3005000,245,3153560,9041,,6,5,7200,2006,28125
25087060,1673 Orvieto Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,2345000,240,2541257,7500,,5,3,4635,1998,22945
25077150,3569 Norton Way,,Pleasanton,CA,94566,CONDO,685000,450,742615,2800,,3,2,1202,1982,
25087722,3860 Antonini Way,,Pleasanton,CA,94566,SINGLE_FAMILY,3150000,240,3421292,9571,,5,5,7463,2003,21793
24942252,1576 Carnelian Ln,,Livermore,CA,94550,SINGLE_FAMILY,1190000,,1291386,4500,,4,3,2856,1996,8348
25087412,1913 Via Di Salerno,,Pleasanton,CA,94566,SINGLE_FAMILY,2550000,245,2565693,7705,,4,4,4464,2004,19953
25081806,2126 Inverness Ct,,Pleasanton,CA,94588,SINGLE_FAMILY,1435000,340,1574647,4300,,4,3,3021,1994,5662
25087003,897 Piemonte Dr,,Pleasanton,CA,94566,SINGLE_FAMILY,2439000,215,2647876,7500,,4,3,4900,1997,23922
25087480,2263 Doccia Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,2300000,240,2311882,5044,,4,3,3447,1997,10684
25077549,702 Sylvaner Dr,,Pleasanton,CA,94566,SINGLE_FAMILY,1225000,,1317928,3995,,4,2,2050,1973,11100
58879289,1408 Oak Vista Way,,Pleasanton,CA,94566,SINGLE_FAMILY,1751000,110,1778579,4900,,6,3,3688,2003,5447
58879233,1544 Oak Vista Way,,Pleasanton,CA,94566,SINGLE_FAMILY,1450000,110,1573936,4395,,4,3,3545,2002,6572
24931555,979 Rose Ave,,Pleasanton,CA,94566,SINGLE_FAMILY,2000000,,2004122,3739,,6,4,2890,1957,14760
25083431,1036 Rhine Way,,Pleasanton,CA,94566,SINGLE_FAMILY,1855250,140,1861859,4557,,4,3,3016,1987,11511
25086545,6579 Hanover Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,1255000,,1360532,3694,,4,2,2172,1968,13697
25076982,865 Concord St,,Pleasanton,CA,94566,SINGLE_FAMILY,1275000,,1314382,3600,,4,2,1993,1975,11416
25086851,4190 Casterson Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,2350000,150,2441251,6208,,5,4,4687,1994,21146
25087474,2130 Pomezia Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,1975000,240,2016174,4763,,3,3,2627,1998,8345
25081907,7230 Foothill Rd,,Pleasanton,CA,94566,SINGLE_FAMILY,2450000,,2462657,4533,,5,3,3507,1989,40477
25082094,1527 Honey Suckle Ct,,Pleasanton,CA,94588,SINGLE_FAMILY,3500000,300,3800890,9935,,5,4,6572,1997,45302
25081927,8 Deer Oaks Dr,,Pleasanton,CA,94588,SINGLE_FAMILY,2450000,200,2551692,6047,,5,3,4800,1986,38000
25081964,11 Twelve Oaks Dr,,Pleasanton,CA,94588,SINGLE_FAMILY,2500000,259,2728912,7500,,4,5,4640,1981,34299
25087272,480 Montori Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,1569000,215,1702371,4420,,4,3,2680,1996,8803
25082231,18 Castlewood Dr,,Pleasanton,CA,94566,SINGLE_FAMILY,1567000,7,1698363,4409,,4,3,3129,1969,17024
25082230,28 Castlewood Dr,,Pleasanton,CA,94566,SINGLE_FAMILY,1980000,7,2150944,5537,,5,4,3797,1928,34251
25076657,4549 Mirador Dr,,Pleasanton,CA,94566,SINGLE_FAMILY,1833000,,1976227,5979,,4,3,3101,1997,26905
25087481,2281 Doccia Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,1900000,240,1929926,4872,,5,3,3396,1997,9151
25076890,1033 Riesling Dr,,Pleasanton,CA,94566,SINGLE_FAMILY,1305000,,1364124,3750,,4,2,2012,1966,9054
124115693,1432 Freeman Ln,,Pleasanton,CA,94566,SINGLE_FAMILY,1338000,259,1389582,4330,,3,3,3162,2015,2623
2077342667,572 Sycamore Rd,,Pleasanton,CA,94566,SINGLE_FAMILY,1850000,,,,,5,3,2600,1998,21747
25086981,665 Varese Ct,,Pleasanton,CA,94566,SINGLE_FAMILY,2360000,240,2557963,7500,,5,3,4336,1995,20750
64961475,1548 Germano Way,,Pleasanton,CA,94566,SINGLE_FAMILY,2650000,240,2809737,7964,,5,4,4862,2004,26303
124733647,1504 Brookline Loop,,Pleasanton,CA,94566,SINGLE_FAMILY,1750000,271,1809949,5124,,4,3,3673,2016,4000
299077916,6308 Inspiration Ter,,Pleasanton,CA,94566,SINGLE_FAMILY,3368250,,3467401,,,7,7,7420,2019,40289
25085915,725 Crystal Ln,,Pleasanton,CA,94566,SINGLE_FAMILY,1675000,52,1755287,4900,,4,3,3030,1989,6904
72700205,1116 Laguna Creek Ln,,Pleasanton,CA,94566,SINGLE_FAMILY,2450000,,2659608,6977,,5,5,5329,2006,19482
25077659,584 Tawny Dr,,Pleasanton,CA,94566,SINGLE_FAMILY,1300000,,1313227,3750,,4,2,1964,1974,11700
124390968,1472 Brookline Loop,,Pleasanton,CA,94566,SINGLE_FAMILY,1700000,271,1794892,4936,,4,3,3512,2015,4000
25087496,3431 Gravina Pl,,Pleasanton,CA,94566,SINGLE_FAMILY,1800000,240,1950987,5067,,4,3,3447,1999,7000
24932364,2017 Kilkare Rd,,Sunol,CA,94586,SINGLE_FAMILY,1225000,40,1259728,2700,,3,2,1946,1960,13190
